Range(m) 532nmResult 355nmResult
18356.2500 1.0000 1.0000
18360.0000 1.0000 1.0000
18363.7500 1.0000 1.0000
18367.5000 1.0000 1.0000
18371.2500 1.0000 1.0000
18375.0000 1.0000 1.0000
18378.7500 1.0000 1.0000
18382.5000 1.0000 1.0000
18386.2500 1.0000 1.0000
18390.0000 1.0000 1.0000
18393.7500 1.0000 1.0000
18397.5000 1.0000 1.0000
18401.2500 1.0000 1.0000
18405.0000 1.0000 1.0000
18408.7500 1.0000 1.0000
18412.5000 1.0000 1.0000
18416.2500 1.0000 1.0000
18420.0000 1.0000 1.0000
18423.7500 1.0000 1.0000
18427.5000 1.0000 1.0000
18431.2500 1.0000 1.0000
18435.0000 1.0000 1.0000
18438.7500 1.0000 1.0000
18442.5000 1.0000 1.0000
18446.2500 1.0000 1.0000
18450.0000 1.0000 1.0000
18453.7500 1.0000 1.0000
18457.5000 1.0000 1.0000
18461.2500 1.0000 1.0000
18465.0000 1.0000 1.0000
18468.7500 1.0000 1.0000
18472.5000 1.0000 1.0000
18476.2500 1.0000 1.0000
18480.0000 1.0000 1.0000
18483.7500 1.0000 1.0000
18487.5000 1.0000 1.0000
18491.2500 1.0000 1.0000
18495.0000 1.0000 1.0000
18498.7500 1.0000 1.0000
18502.5000 1.0000 1.0000
18506.2500 1.0000 1.0000
18510.0000 1.0000 1.0000
18513.7500 1.0000 1.0000
18517.5000 1.0000 1.0000
18521.2500 1.0000 1.0000
18525.0000 1.0000 1.0000
18528.7500 1.0000 1.0000
18532.5000 1.0000 1.0000
18536.2500 1.0000 1.0000
18540.0000 1.0000 1.0000
18543.7500 1.0000 1.0000
18547.5000 1.0000 1.0000
18551.2500 1.0000 1.0000
18555.0000 1.0000 1.0000
18558.7500 1.0000 1.0000
18562.5000 1.0000 1.0000
18566.2500 1.0000 1.0000
18570.0000 1.0000 1.0000
18573.7500 1.0000 1.0000
18577.5000 1.0000 1.0000
18581.2500 1.0000 1.0000
18585.0000 1.0000 1.0000
18588.7500 1.0000 1.0000
18592.5000 1.0000 1.0000
18596.2500 1.0000 1.0000
18600.0000 1.0000 1.0000
18603.7500 1.0000 1.0000
18607.5000 1.0000 1.0000
18611.2500 1.0000 1.0000
18615.0000 1.0000 1.0000
18618.7500 1.0000 1.0000
18622.5000 1.0000 1.0000
18626.2500 1.0000 1.0000
18630.0000 1.0000 1.0000
18633.7500 1.0000 1.0000
18637.5000 1.0000 1.0000
18641.2500 1.0000 1.0000
18645.0000 1.0000 1.0000
18648.7500 1.0000 1.0000
18652.5000 1.0000 1.0000
18656.2500 1.0000 1.0000
18660.0000 1.0000 1.0000
18663.7500 1.0000 1.0000
18667.5000 1.0000 1.0000
18671.2500 1.0000 1.0000
18675.0000 1.0000 1.0000
18678.7500 1.0000 1.0000
18682.5000 1.0000 1.0000
18686.2500 1.0000 1.0000
18690.0000 1.0000 1.0000
18693.7500 1.0000 1.0000
18697.5000 1.0000 1.0000
18701.2500 1.0000 1.0000
18705.0000 1.0000 1.0000
18708.7500 1.0000 1.0000
18712.5000 1.0000 1.0000
18716.2500 1.0000 1.0000
18720.0000 1.0000 1.0000
18723.7500 1.0000 1.0000
18727.5000 1.0000 1.0000
18731.2500 1.0000 1.0000
18735.0000 1.0000 1.0000
18738.7500 1.0000 1.0000
18742.5000 1.0000 1.0000
18746.2500 1.0000 1.0000
18750.0000 1.0000 1.0000
18753.7500 1.0000 1.0000
18757.5000 1.0000 1.0000
18761.2500 1.0000 1.0000
18765.0000 1.0000 1.0000
18768.7500 1.0000 1.0000
18772.5000 1.0000 1.0000
18776.2500 1.0000 1.0000
18780.0000 1.0000 1.0000
18783.7500 1.0000 1.0000
18787.5000 1.0000 1.0000
18791.2500 1.0000 1.0000
18795.0000 1.0000 1.0000
18798.7500 1.0000 1.0000
18802.5000 1.0000 1.0000
18806.2500 1.0000 1.0000
18810.0000 1.0000 1.0000
18813.7500 1.0000 1.0000
18817.5000 1.0000 1.0000
18821.2500 1.0000 1.0000
18825.0000 1.0000 1.0000
18828.7500 1.0000 1.0000
18832.5000 1.0000 1.0000
18836.2500 1.0000 1.0000
18840.0000 1.0000 1.0000
18843.7500 1.0000 1.0000
18847.5000 1.0000 1.0000
18851.2500 1.0000 1.0000
18855.0000 1.0000 1.0000
18858.7500 1.0000 1.0000
18862.5000 1.0000 1.0000
18866.2500 1.0000 1.0000
18870.0000 1.0000 1.0000
18873.7500 1.0000 1.0000
18877.5000 1.0000 1.0000
18881.2500 1.0000 1.0000
18885.0000 1.0000 1.0000
18888.7500 1.0000 1.0000
18892.5000 1.0000 1.0000
18896.2500 1.0000 1.0000
18900.0000 1.0000 1.0000
18903.7500 1.0000 1.0000
18907.5000 1.0000 1.0000
18911.2500 1.0000 1.0000
18915.0000 1.0000 1.0000
18918.7500 1.0000 1.0000
18922.5000 1.0000 1.0000
18926.2500 1.0000 1.0000
18930.0000 1.0000 1.0000
18933.7500 1.0000 1.0000
18937.5000 1.0000 1.0000
18941.2500 1.0000 1.0000
18945.0000 1.0000 1.0000
18948.7500 1.0000 1.0000
18952.5000 1.0000 1.0000
18956.2500 1.0000 1.0000
18960.0000 1.0000 1.0000
18963.7500 1.0000 1.0000
18967.5000 1.0000 1.0000
18971.2500 1.0000 1.0000
18975.0000 1.0000 1.0000
18978.7500 1.0000 1.0000
18982.5000 1.0000 1.0000
18986.2500 1.0000 1.0000
18990.0000 1.0000 1.0000
18993.7500 1.0000 1.0000
18997.5000 1.0000 1.0000
19001.2500 1.0000 1.0000
19005.0000 1.0000 1.0000
19008.7500 1.0000 1.0000
19012.5000 1.0000 1.0000
19016.2500 1.0000 1.0000
19020.0000 1.0000 1.0000
19023.7500 1.0000 1.0000
19027.5000 1.0000 1.0000
19031.2500 1.0000 1.0000
19035.0000 1.0000 1.0000
19038.7500 1.0000 1.0000
19042.5000 1.0000 1.0000
19046.2500 1.0000 1.0000
19050.0000 1.0000 1.0000
19053.7500 1.0000 1.0000
19057.5000 1.0000 1.0000
19061.2500 1.0000 1.0000
19065.0000 1.0000 1.0000
19068.7500 1.0000 1.0000
19072.5000 1.0000 1.0000
19076.2500 1.0000 1.0000
19080.0000 1.0000 1.0000
19083.7500 1.0000 1.0000
19087.5000 1.0000 1.0000
19091.2500 1.0000 1.0000
19095.0000 1.0000 1.0000
19098.7500 1.0000 1.0000
19102.5000 1.0000 1.0000
19106.2500 1.0000 1.0000
19110.0000 1.0000 1.0000
19113.7500 1.0000 1.0000
19117.5000 1.0000 1.0000
19121.2500 1.0000 1.0000
19125.0000 1.0000 1.0000
19128.7500 1.0000 1.0000
19132.5000 1.0000 1.0000
19136.2500 1.0000 1.0000
19140.0000 1.0000 1.0000
19143.7500 1.0000 1.0000
19147.5000 1.0000 1.0000
19151.2500 1.0000 1.0000
19155.0000 1.0000 1.0000
19158.7500 1.0000 1.0000
19162.5000 1.0000 1.0000
19166.2500 1.0000 1.0000
19170.0000 1.0000 1.0000
19173.7500 1.0000 1.0000
19177.5000 1.0000 1.0000
19181.2500 1.0000 1.0000
19185.0000 1.0000 1.0000
19188.7500 1.0000 1.0000
19192.5000 1.0000 1.0000
19196.2500 1.0000 1.0000
19200.0000 1.0000 1.0000
19203.7500 1.0000 1.0000
19207.5000 1.0000 1.0000
19211.2500 1.0000 1.0000
19215.0000 1.0000 1.0000
19218.7500 1.0000 1.0000
19222.5000 1.0000 1.0000
19226.2500 1.0000 1.0000
19230.0000 1.0000 1.0000
19233.7500 1.0000 1.0000
19237.5000 1.0000 1.0000
19241.2500 1.0000 1.0000
19245.0000 1.0000 1.0000
19248.7500 1.0000 1.0000
19252.5000 1.0000 1.0000
19256.2500 1.0000 1.0000
19260.0000 1.0000 1.0000
19263.7500 1.0000 1.0000
19267.5000 1.0000 1.0000
19271.2500 1.0000 1.0000
19275.0000 1.0000 1.0000
19278.7500 1.0000 1.0000
19282.5000 1.0000 1.0000
19286.2500 1.0000 1.0000
19290.0000 1.0000 1.0000
19293.7500 1.0000 1.0000
19297.5000 1.0000 1.0000
19301.2500 1.0000 1.0000
19305.0000 1.0000 1.0000
19308.7500 1.0000 1.0000
19312.5000 1.0000 1.0000
19316.2500 1.0000 1.0000
19320.0000 1.0000 1.0000
19323.7500 1.0000 1.0000
19327.5000 1.0000 1.0000
19331.2500 1.0000 1.0000
19335.0000 1.0000 1.0000
19338.7500 1.0000 1.0000
19342.5000 1.0000 1.0000
19346.2500 1.0000 1.0000
19350.0000 1.0000 1.0000
19353.7500 1.0000 1.0000
19357.5000 1.0000 1.0000
19361.2500 1.0000 1.0000
19365.0000 1.0000 1.0000
19368.7500 1.0000 1.0000
19372.5000 1.0000 1.0000
19376.2500 1.0000 1.0000
19380.0000 1.0000 1.0000
19383.7500 1.0000 1.0000
19387.5000 1.0000 1.0000
19391.2500 1.0000 1.0000
19395.0000 1.0000 1.0000
19398.7500 1.0000 1.0000
19402.5000 1.0000 1.0000
19406.2500 1.0000 1.0000
19410.0000 1.0000 1.0000
19413.7500 1.0000 1.0000
19417.5000 1.0000 1.0000
19421.2500 1.0000 1.0000
19425.0000 1.0000 1.0000
19428.7500 1.0000 1.0000
19432.5000 1.0000 1.0000
19436.2500 1.0000 1.0000
19440.0000 1.0000 1.0000
19443.7500 1.0000 1.0000
19447.5000 1.0000 1.0000
19451.2500 1.0000 1.0000
19455.0000 1.0000 1.0000
19458.7500 1.0000 1.0000
19462.5000 1.0000 1.0000
19466.2500 1.0000 1.0000
19470.0000 1.0000 1.0000
19473.7500 1.0000 1.0000
19477.5000 1.0000 1.0000
19481.2500 1.0000 1.0000
19485.0000 1.0000 1.0000
19488.7500 1.0000 1.0000
19492.5000 1.0000 1.0000
19496.2500 1.0000 1.0000
19500.0000 1.0000 1.0000
19503.7500 1.0000 1.0000
19507.5000 1.0000 1.0000
19511.2500 1.0000 1.0000
19515.0000 1.0000 1.0000
19518.7500 1.0000 1.0000
19522.5000 1.0000 1.0000
19526.2500 1.0000 1.0000
19530.0000 1.0000 1.0000
19533.7500 1.0000 1.0000
19537.5000 1.0000 1.0000
19541.2500 1.0000 1.0000
19545.0000 1.0000 1.0000
19548.7500 1.0000 1.0000
19552.5000 1.0000 1.0000
19556.2500 1.0000 1.0000
19560.0000 1.0000 1.0000
19563.7500 1.0000 1.0000
19567.5000 1.0000 1.0000
19571.2500 1.0000 1.0000
19575.0000 1.0000 1.0000
19578.7500 1.0000 1.0000
19582.5000 1.0000 1.0000
19586.2500 1.0000 1.0000
19590.0000 1.0000 1.0000
19593.7500 1.0000 1.0000
19597.5000 1.0000 1.0000
19601.2500 1.0000 1.0000
19605.0000 1.0000 1.0000
19608.7500 1.0000 1.0000
19612.5000 1.0000 1.0000
19616.2500 1.0000 1.0000
19620.0000 1.0000 1.0000
19623.7500 1.0000 1.0000
19627.5000 1.0000 1.0000
19631.2500 1.0000 1.0000
19635.0000 1.0000 1.0000
19638.7500 1.0000 1.0000
19642.5000 1.0000 1.0000
19646.2500 1.0000 1.0000
19650.0000 1.0000 1.0000
19653.7500 1.0000 1.0000
19657.5000 1.0000 1.0000
19661.2500 1.0000 1.0000
19665.0000 1.0000 1.0000
19668.7500 1.0000 1.0000
19672.5000 1.0000 1.0000
19676.2500 1.0000 1.0000
19680.0000 1.0000 1.0000
19683.7500 1.0000 1.0000
19687.5000 1.0000 1.0000
19691.2500 1.0000 1.0000
19695.0000 1.0000 1.0000
19698.7500 1.0000 1.0000
19702.5000 1.0000 1.0000
19706.2500 1.0000 1.0000
19710.0000 1.0000 1.0000
19713.7500 1.0000 1.0000
19717.5000 1.0000 1.0000
19721.2500 1.0000 1.0000
19725.0000 1.0000 1.0000
19728.7500 1.0000 1.0000
19732.5000 1.0000 1.0000
19736.2500 1.0000 1.0000
19740.0000 1.0000 1.0000
19743.7500 1.0000 1.0000
19747.5000 1.0000 1.0000
19751.2500 1.0000 1.0000
19755.0000 1.0000 1.0000
19758.7500 1.0000 1.0000
19762.5000 1.0000 1.0000
19766.2500 1.0000 1.0000
19770.0000 1.0000 1.0000
19773.7500 1.0000 1.0000
19777.5000 1.0000 1.0000
19781.2500 1.0000 1.0000
19785.0000 1.0000 1.0000
19788.7500 1.0000 1.0000
19792.5000 1.0000 1.0000
19796.2500 1.0000 1.0000
19800.0000 1.0000 1.0000
19803.7500 1.0000 1.0000
19807.5000 1.0000 1.0000
19811.2500 1.0000 1.0000
19815.0000 1.0000 1.0000
19818.7500 1.0000 1.0000
19822.5000 1.0000 1.0000
19826.2500 1.0000 1.0000
19830.0000 1.0000 1.0000
19833.7500 1.0000 1.0000
19837.5000 1.0000 1.0000
19841.2500 1.0000 1.0000
19845.0000 1.0000 1.0000
19848.7500 1.0000 1.0000
19852.5000 1.0000 1.0000
19856.2500 1.0000 1.0000
19860.0000 1.0000 1.0000
19863.7500 1.0000 1.0000
19867.5000 1.0000 1.0000
19871.2500 1.0000 1.0000
19875.0000 1.0000 1.0000
19878.7500 1.0000 1.0000
19882.5000 1.0000 1.0000
19886.2500 1.0000 1.0000
19890.0000 1.0000 1.0000
19893.7500 1.0000 1.0000
19897.5000 1.0000 1.0000
19901.2500 1.0000 1.0000
19905.0000 1.0000 1.0000
19908.7500 1.0000 1.0000
19912.5000 1.0000 1.0000
19916.2500 1.0000 1.0000
19920.0000 1.0000 1.0000
19923.7500 1.0000 1.0000
19927.5000 1.0000 1.0000
19931.2500 1.0000 1.0000
19935.0000 1.0000 1.0000
19938.7500 1.0000 1.0000
19942.5000 1.0000 1.0000
19946.2500 1.0000 1.0000
19950.0000 1.0000 1.0000
19953.7500 1.0000 1.0000
19957.5000 1.0000 1.0000
19961.2500 1.0000 1.0000
19965.0000 1.0000 1.0000
19968.7500 1.0000 1.0000
19972.5000 1.0000 1.0000
19976.2500 1.0000 1.0000
19980.0000 1.0000 1.0000
19983.7500 1.0000 1.0000
19987.5000 1.0000 1.0000
19991.2500 1.0000 1.0000
19995.0000 1.0000 1.0000
19998.7500 1.0000 1.0000
20002.5000 1.0000 1.0000
20006.2500 1.0000 1.0000
20010.0000 1.0000 1.0000
20013.7500 1.0000 1.0000
20017.5000 1.0000 1.0000
20021.2500 1.0000 1.0000
20025.0000 1.0000 1.0000
20028.7500 1.0000 1.0000
20032.5000 1.0000 1.0000
20036.2500 1.0000 1.0000
20040.0000 1.0000 1.0000
20043.7500 1.0000 1.0000
20047.5000 1.0000 1.0000
20051.2500 1.0000 1.0000
20055.0000 1.0000 1.0000
20058.7500 1.0000 1.0000
20062.5000 1.0000 1.0000
20066.2500 1.0000 1.0000
20070.0000 1.0000 1.0000
20073.7500 1.0000 1.0000
20077.5000 1.0000 1.0000
20081.2500 1.0000 1.0000
20085.0000 1.0000 1.0000
20088.7500 1.0000 1.0000
20092.5000 1.0000 1.0000
20096.2500 1.0000 1.0000
20100.0000 1.0000 1.0000
20103.7500 1.0000 1.0000
20107.5000 1.0000 1.0000
20111.2500 1.0000 1.0000
20115.0000 1.0000 1.0000
20118.7500 1.0000 1.0000
20122.5000 1.0000 1.0000
20126.2500 1.0000 1.0000
20130.0000 1.0000 1.0000
20133.7500 1.0000 1.0000
20137.5000 1.0000 1.0000
20141.2500 1.0000 1.0000
20145.0000 1.0000 1.0000
20148.7500 1.0000 1.0000
20152.5000 1.0000 1.0000
20156.2500 1.0000 1.0000
20160.0000 1.0000 1.0000
20163.7500 1.0000 1.0000
20167.5000 1.0000 1.0000
20171.2500 1.0000 1.0000
20175.0000 1.0000 1.0000
20178.7500 1.0000 1.0000
20182.5000 1.0000 1.0000
20186.2500 1.0000 1.0000
20190.0000 1.0000 1.0000
20193.7500 1.0000 1.0000
20197.5000 1.0000 1.0000
20201.2500 1.0000 1.0000
20205.0000 1.0000 1.0000
20208.7500 1.0000 1.0000
20212.5000 1.0000 1.0000
20216.2500 1.0000 1.0000
20220.0000 1.0000 1.0000
20223.7500 1.0000 1.0000
20227.5000 1.0000 1.0000
20231.2500 1.0000 1.0000
20235.0000 1.0000 1.0000
20238.7500 1.0000 1.0000
20242.5000 1.0000 1.0000
20246.2500 1.0000 1.0000
20250.0000 1.0000 1.0000
20253.7500 1.0000 1.0000
20257.5000 1.0000 1.0000
20261.2500 1.0000 1.0000
20265.0000 1.0000 1.0000
20268.7500 1.0000 1.0000
20272.5000 1.0000 1.0000
20276.2500 1.0000 1.0000
20280.0000 1.0000 1.0000
20283.7500 1.0000 1.0000
20287.5000 1.0000 1.0000
20291.2500 1.0000 1.0000
20295.0000 1.0000 1.0000
20298.7500 1.0000 1.0000
20302.5000 1.0000 1.0000
20306.2500 1.0000 1.0000
20310.0000 1.0000 1.0000
20313.7500 1.0000 1.0000
20317.5000 1.0000 1.0000
20321.2500 1.0000 1.0000
20325.0000 1.0000 1.0000
20328.7500 1.0000 1.0000
20332.5000 1.0000 1.0000
20336.2500 1.0000 1.0000
20340.0000 1.0000 1.0000
20343.7500 1.0000 1.0000
20347.5000 1.0000 1.0000
20351.2500 1.0000 1.0000
20355.0000 1.0000 1.0000
20358.7500 1.0000 1.0000
20362.5000 1.0000 1.0000
20366.2500 1.0000 1.0000
20370.0000 1.0000 1.0000
20373.7500 1.0000 1.0000
20377.5000 1.0000 1.0000
20381.2500 1.0000 1.0000
20385.0000 1.0000 1.0000
20388.7500 1.0000 1.0000
20392.5000 1.0000 1.0000
20396.2500 1.0000 1.0000
20400.0000 1.0000 1.0000
20403.7500 1.0000 1.0000
20407.5000 1.0000 1.0000
20411.2500 1.0000 1.0000
20415.0000 1.0000 1.0000
20418.7500 1.0000 1.0000
20422.5000 1.0000 1.0000
20426.2500 1.0000 1.0000
20430.0000 1.0000 1.0000
20433.7500 1.0000 1.0000
20437.5000 1.0000 1.0000
20441.2500 1.0000 1.0000
20445.0000 1.0000 1.0000
20448.7500 1.0000 1.0000
20452.5000 1.0000 1.0000
20456.2500 1.0000 1.0000
20460.0000 1.0000 1.0000
20463.7500 1.0000 1.0000
20467.5000 1.0000 1.0000
20471.2500 1.0000 1.0000
20475.0000 1.0000 1.0000
20478.7500 1.0000 1.0000
20482.5000 1.0000 1.0000
20486.2500 1.0000 1.0000
20490.0000 1.0000 1.0000
20493.7500 1.0000 1.0000
20497.5000 1.0000 1.0000
20501.2500 1.0000 1.0000
20505.0000 1.0000 1.0000
20508.7500 1.0000 1.0000
20512.5000 1.0000 1.0000
20516.2500 1.0000 1.0000
20520.0000 1.0000 1.0000
20523.7500 1.0000 1.0000
20527.5000 1.0000 1.0000
20531.2500 1.0000 1.0000
20535.0000 1.0000 1.0000
20538.7500 1.0000 1.0000
20542.5000 1.0000 1.0000
20546.2500 1.0000 1.0000
20550.0000 1.0000 1.0000
20553.7500 1.0000 1.0000
20557.5000 1.0000 1.0000
20561.2500 1.0000 1.0000
20565.0000 1.0000 1.0000
20568.7500 1.0000 1.0000
20572.5000 1.0000 1.0000
20576.2500 1.0000 1.0000
20580.0000 1.0000 1.0000
20583.7500 1.0000 1.0000
20587.5000 1.0000 1.0000
20591.2500 1.0000 1.0000
20595.0000 1.0000 1.0000
20598.7500 1.0000 1.0000
20602.5000 1.0000 1.0000
20606.2500 1.0000 1.0000
20610.0000 1.0000 1.0000
20613.7500 1.0000 1.0000
20617.5000 1.0000 1.0000
20621.2500 1.0000 1.0000
20625.0000 1.0000 1.0000
20628.7500 1.0000 1.0000
20632.5000 1.0000 1.0000
20636.2500 1.0000 1.0000
20640.0000 1.0000 1.0000
20643.7500 1.0000 1.0000
20647.5000 1.0000 1.0000
20651.2500 1.0000 1.0000
20655.0000 1.0000 1.0000
20658.7500 1.0000 1.0000
20662.5000 1.0000 1.0000
20666.2500 1.0000 1.0000
20670.0000 1.0000 1.0000
20673.7500 1.0000 1.0000
20677.5000 1.0000 1.0000
20681.2500 1.0000 1.0000
20685.0000 1.0000 1.0000
20688.7500 1.0000 1.0000
20692.5000 1.0000 1.0000
20696.2500 1.0000 1.0000
20700.0000 1.0000 1.0000
20703.7500 1.0000 1.0000
20707.5000 1.0000 1.0000
20711.2500 1.0000 1.0000
20715.0000 1.0000 1.0000
20718.7500 1.0000 1.0000
20722.5000 1.0000 1.0000
20726.2500 1.0000 1.0000
20730.0000 1.0000 1.0000
20733.7500 1.0000 1.0000
20737.5000 1.0000 1.0000
20741.2500 1.0000 1.0000
20745.0000 1.0000 1.0000
20748.7500 1.0000 1.0000
20752.5000 1.0000 1.0000
20756.2500 1.0000 1.0000
20760.0000 1.0000 1.0000
20763.7500 1.0000 1.0000
20767.5000 1.0000 1.0000
20771.2500 1.0000 1.0000
20775.0000 1.0000 1.0000
20778.7500 1.0000 1.0000
20782.5000 1.0000 1.0000
20786.2500 1.0000 1.0000
20790.0000 1.0000 1.0000
20793.7500 1.0000 1.0000
20797.5000 1.0000 1.0000
20801.2500 1.0000 1.0000
20805.0000 1.0000 1.0000
20808.7500 1.0000 1.0000
20812.5000 1.0000 1.0000
20816.2500 1.0000 1.0000
20820.0000 1.0000 1.0000
20823.7500 1.0000 1.0000
20827.5000 1.0000 1.0000
20831.2500 1.0000 1.0000
20835.0000 1.0000 1.0000
20838.7500 1.0000 1.0000
20842.5000 1.0000 1.0000
20846.2500 1.0000 1.0000
20850.0000 1.0000 1.0000
20853.7500 1.0000 1.0000
20857.5000 1.0000 1.0000
20861.2500 1.0000 1.0000
20865.0000 1.0000 1.0000
20868.7500 1.0000 1.0000
20872.5000 1.0000 1.0000
20876.2500 1.0000 1.0000
20880.0000 1.0000 1.0000
20883.7500 1.0000 1.0000
20887.5000 1.0000 1.0000
20891.2500 1.0000 1.0000
20895.0000 1.0000 1.0000
20898.7500 1.0000 1.0000
20902.5000 1.0000 1.0000
20906.2500 1.0000 1.0000
20910.0000 1.0000 1.0000
20913.7500 1.0000 1.0000
20917.5000 1.0000 1.0000
20921.2500 1.0000 1.0000
20925.0000 1.0000 1.0000
20928.7500 1.0000 1.0000
20932.5000 1.0000 1.0000
20936.2500 1.0000 1.0000
20940.0000 1.0000 1.0000
20943.7500 1.0000 1.0000
20947.5000 1.0000 1.0000
20951.2500 1.0000 1.0000
20955.0000 1.0000 1.0000
20958.7500 1.0000 1.0000
20962.5000 1.0000 1.0000
20966.2500 1.0000 1.0000
20970.0000 1.0000 1.0000
20973.7500 1.0000 1.0000
20977.5000 1.0000 1.0000
20981.2500 1.0000 1.0000
20985.0000 1.0000 1.0000
20988.7500 1.0000 1.0000
20992.5000 1.0000 1.0000
20996.2500 1.0000 1.0000
21000.0000 1.0000 1.0000
21003.7500 1.0000 1.0000
21007.5000 1.0000 1.0000
21011.2500 1.0000 1.0000
21015.0000 1.0000 1.0000
21018.7500 1.0000 1.0000
21022.5000 1.0000 1.0000
21026.2500 1.0000 1.0000
21030.0000 1.0000 1.0000
21033.7500 1.0000 1.0000
21037.5000 1.0000 1.0000
21041.2500 1.0000 1.0000
21045.0000 1.0000 1.0000
21048.7500 1.0000 1.0000
21052.5000 1.0000 1.0000
21056.2500 1.0000 1.0000
21060.0000 1.0000 1.0000
21063.7500 1.0000 1.0000
21067.5000 1.0000 1.0000
21071.2500 1.0000 1.0000
21075.0000 1.0000 1.0000
21078.7500 1.0000 1.0000
21082.5000 1.0000 1.0000
21086.2500 1.0000 1.0000
21090.0000 1.0000 1.0000
21093.7500 1.0000 1.0000
21097.5000 1.0000 1.0000
21101.2500 1.0000 1.0000
21105.0000 1.0000 1.0000
21108.7500 1.0000 1.0000
21112.5000 1.0000 1.0000
21116.2500 1.0000 1.0000
21120.0000 1.0000 1.0000
21123.7500 1.0000 1.0000
21127.5000 1.0000 1.0000
21131.2500 1.0000 1.0000
21135.0000 1.0000 1.0000
21138.7500 1.0000 1.0000
21142.5000 1.0000 1.0000
21146.2500 1.0000 1.0000
21150.0000 1.0000 1.0000
21153.7500 1.0000 1.0000
21157.5000 1.0000 1.0000
21161.2500 1.0000 1.0000
21165.0000 1.0000 1.0000
21168.7500 1.0000 1.0000
21172.5000 1.0000 1.0000
21176.2500 1.0000 1.0000
21180.0000 1.0000 1.0000
21183.7500 1.0000 1.0000
21187.5000 1.0000 1.0000
21191.2500 1.0000 1.0000
21195.0000 1.0000 1.0000
21198.7500 1.0000 1.0000
21202.5000 1.0000 1.0000
21206.2500 1.0000 1.0000
21210.0000 1.0000 1.0000
21213.7500 1.0000 1.0000
21217.5000 1.0000 1.0000
21221.2500 1.0000 1.0000
21225.0000 1.0000 1.0000
21228.7500 1.0000 1.0000
21232.5000 1.0000 1.0000
21236.2500 1.0000 1.0000
21240.0000 1.0000 1.0000
21243.7500 1.0000 1.0000
21247.5000 1.0000 1.0000
21251.2500 1.0000 1.0000
21255.0000 1.0000 1.0000
21258.7500 1.0000 1.0000
21262.5000 1.0000 1.0000
21266.2500 1.0000 1.0000
21270.0000 1.0000 1.0000
21273.7500 1.0000 1.0000
21277.5000 1.0000 1.0000
21281.2500 1.0000 1.0000
21285.0000 1.0000 1.0000
21288.7500 1.0000 1.0000
21292.5000 1.0000 1.0000
21296.2500 1.0000 1.0000
21300.0000 1.0000 1.0000
21303.7500 1.0000 1.0000
21307.5000 1.0000 1.0000
21311.2500 1.0000 1.0000
21315.0000 1.0000 1.0000
21318.7500 1.0000 1.0000
21322.5000 1.0000 1.0000
21326.2500 1.0000 1.0000
21330.0000 1.0000 1.0000
21333.7500 1.0000 1.0000
21337.5000 1.0000 1.0000
21341.2500 1.0000 1.0000
21345.0000 1.0000 1.0000
21348.7500 1.0000 1.0000
21352.5000 1.0000 1.0000
21356.2500 1.0000 1.0000
21360.0000 1.0000 1.0000
21363.7500 1.0000 1.0000
21367.5000 1.0000 1.0000
21371.2500 1.0000 1.0000
21375.0000 1.0000 1.0000
21378.7500 1.0000 1.0000
21382.5000 1.0000 1.0000
21386.2500 1.0000 1.0000
21390.0000 1.0000 1.0000
21393.7500 1.0000 1.0000
21397.5000 1.0000 1.0000
21401.2500 1.0000 1.0000
21405.0000 1.0000 1.0000
21408.7500 1.0000 1.0000
21412.5000 1.0000 1.0000
21416.2500 1.0000 1.0000
21420.0000 1.0000 1.0000
21423.7500 1.0000 1.0000
21427.5000 1.0000 1.0000
21431.2500 1.0000 1.0000
21435.0000 1.0000 1.0000
21438.7500 1.0000 1.0000
21442.5000 1.0000 1.0000
21446.2500 1.0000 1.0000
21450.0000 1.0000 1.0000
21453.7500 1.0000 1.0000
21457.5000 1.0000 1.0000
21461.2500 1.0000 1.0000
21465.0000 1.0000 1.0000
21468.7500 1.0000 1.0000
21472.5000 1.0000 1.0000
21476.2500 1.0000 1.0000
21480.0000 1.0000 1.0000
21483.7500 1.0000 1.0000
21487.5000 1.0000 1.0000
21491.2500 1.0000 1.0000
21495.0000 1.0000 1.0000
21498.7500 1.0000 1.0000
21502.5000 1.0000 1.0000
21506.2500 1.0000 1.0000
21510.0000 1.0000 1.0000
21513.7500 1.0000 1.0000
21517.5000 1.0000 1.0000
21521.2500 1.0000 1.0000
21525.0000 1.0000 1.0000
21528.7500 1.0000 1.0000
21532.5000 1.0000 1.0000
21536.2500 1.0000 1.0000
21540.0000 1.0000 1.0000
21543.7500 1.0000 1.0000
21547.5000 1.0000 1.0000
21551.2500 1.0000 1.0000
21555.0000 1.0000 1.0000
21558.7500 1.0000 1.0000
21562.5000 1.0000 1.0000
21566.2500 1.0000 1.0000
21570.0000 1.0000 1.0000
21573.7500 1.0000 1.0000
21577.5000 1.0000 1.0000
21581.2500 1.0000 1.0000
21585.0000 1.0000 1.0000
21588.7500 1.0000 1.0000
21592.5000 1.0000 1.0000
21596.2500 1.0000 1.0000
21600.0000 1.0000 1.0000
21603.7500 1.0000 1.0000
21607.5000 1.0000 1.0000
21611.2500 1.0000 1.0000
21615.0000 1.0000 1.0000
21618.7500 1.0000 1.0000
21622.5000 1.0000 1.0000
21626.2500 1.0000 1.0000
